Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification
P0309,Solar Charger,Stationery,65.23,-1.31,0.87,87.69,55,4,0
P0310,Reusable Water Bottle,Clothing,78.6,-1.07,1.46,102.64,451,3.6,0
P0311,Solar Charger,Household,51.41,-1.23,1.06,59.17,794,3.6,1
P0312,Recycled Paper Planner,Clothing,78.92,-0.96,1.03,22.68,608,3.3,1
P0313,Compostable Trash Bags,Electronics,66.13,-1.32,0.97,95.04,726,4.3,1
P0314,Solar-Powered Lantern,Electronics,28.38,-1.16,1.38,109.08,664,3.1,0
P0315,Compostable Trash Bags,Stationery,42.16,-0.55,1.16,40.51,962,3.7,0
P0316,Reusable Water Bottle,Personal Care,37.56,-1.38,0.88,106.51,900,3.7,1
P0317,Solar Charger,Clothing,34.41,-1.17,0.95,67.48,563,3.8,0
P0318,Solar Charger,Electronics,69.36,-1.36,1.48,15.02,838,4.1,0
P0319,Solar Charger,Electronics,48.69,-0.82,1.2,114.46,350,3.7,1
P0320,Organic Wool Socks,Clothing,75.12,-0.59,1.41,111.92,612,3.8,0
P0321,Organic Wool Socks,Electronics,75.35,-0.91,1,53.75,751,4.5,0
P0322,Compostable Trash Bags,Personal Care,56.7,-0.86,1.44,23.31,222,4.9,1
P0323,Organic Wool Socks,Household,8.88,-0.99,1.48,56.12,70,4.6,1
P0324,Solar Charger,Clothing,8.27,-0.61,0.82,65.21,458,4.1,1
P0325,Solar Charger,Household,10.48,-1.32,1.27,7.14,828,4.1,0
P0326,Compostable Trash Bags,Stationery,54.83,-0.67,1.39,88.05,413,3.7,0
P0327,Compostable Trash Bags,Personal Care,10.72,-0.57,1,49.59,713,3.2,1
P0328,Compostable Trash Bags,Household,77.8,-1.35,0.85,118.59,501,3.9,0
P0329,Reusable Water Bottle,Household,49.46,-1.12,0.98,21.35,989,4.6,0
P0330,Biodegradable Phone Case,Electronics,24.29,-0.9,0.96,81.81,997,4.3,0
P0331,Reusable Water Bottle,Personal Care,20.56,-0.75,1.28,46.5,602,4.7,0
P0332,Compostable Trash Bags,Electronics,60.78,-1.35,1.39,70.61,235,4.2,0
P0333,Solar Charger,Stationery,28.55,-0.92,1.14,80.84,650,4.5,1
P0334,Eco-Friendly Notebook,Personal Care,64.59,-0.96,1.27,82.2,919,3.3,0
P0335,Organic Cotton T-Shirt,Personal Care,55.51,-0.72,1.5,12.17,809,3.6,0
P0336,Organic Cotton T-Shirt,Clothing,22.06,-0.63,0.87,113.95,776,4.7,1
P0337,Solar-Powered Lantern,Personal Care,9.91,-0.67,0.92,5.73,574,3.4,1
P0338,Solar-Powered Lantern,Personal Care,24.1,-1.39,1.21,47.9,539,3.5,1
P0339,Reusable Water Bottle,Clothing,24.72,-1.44,1.3,77.94,858,3.7,0
P0340,Bamboo Toothbrush,Personal Care,20.09,-1.39,0.81,75.85,779,3.2,1
P0341,Biodegradable Phone Case,Clothing,53.62,-1.14,0.85,49.41,663,3.7,0
P0342,Organic Wool Socks,Electronics,50.62,-0.57,1.09,5.78,593,4.4,0
P0343,Reusable Water Bottle,Electronics,7.65,-0.54,0.91,42.6,978,3.1,1
P0344,Reusable Water Bottle,Clothing,30.72,-1.42,0.94,107.59,532,3.5,1
P0345,Organic Cotton T-Shirt,Stationery,69.24,-0.91,1.43,119.27,963,4.5,1
P0346,Organic Wool Socks,Clothing,50.35,-0.75,1.43,12.24,626,3,1
P0347,Recycled Paper Planner,Personal Care,58.31,-1.31,0.88,80.08,362,3.5,0
P0348,Organic Wool Socks,Stationery,78.98,-1,1.47,119.3,527,4.4,1
P0349,Eco-Friendly Notebook,Electronics,18.42,-0.58,1.07,8.54,957,3.4,1
P0350,Compostable Trash Bags,Household,80.08,-1.47,1.27,81.44,755,4,1
P0351,Organic Wool Socks,Household,62.16,-1.25,0.97,103.17,656,4.6,1
P0352,Eco-Friendly Notebook,Household,54.85,-1.32,0.92,80.4,648,4.6,0
P0353,Solar-Powered Lantern,Personal Care,25.27,-0.89,1.37,37.36,275,4.6,0
P0354,Compostable Trash Bags,Clothing,48.56,-1.32,1.29,116.78,909,4.6,1
P0355,Eco-Friendly Notebook,Stationery,69.35,-1.26,1.16,25.96,887,4.7,1
P0356,Organic Cotton T-Shirt,Electronics,40.87,-0.75,1.36,36.82,702,4.3,0
P0357,Biodegradable Phone Case,Electronics,57.51,-0.76,1.29,32.07,505,3.7,1
P0358,Recycled Paper Planner,Electronics,74.83,-0.72,0.85,30.9,776,4.7,0
P0359,Compostable Trash Bags,Household,7.52,-1.09,1.42,28.93,106,3.6,1
P0360,Recycled Paper Planner,Personal Care,27.83,-1.44,1.07,16.09,655,3.4,1
P0361,Recycled Paper Planner,Clothing,40.64,-0.86,1.04,12.05,72,3.4,1
P0362,Eco-Friendly Notebook,Household,41.28,-0.64,1.42,45.66,459,3.3,1
P0363,Biodegradable Phone Case,Clothing,99.03,-1.48,0.87,119.41,218,4.8,0
P0364,Solar Charger,Stationery,84.28,-0.69,1.04,44.94,740,4.2,1
P0365,Solar-Powered Lantern,Stationery,45.97,-1.12,1.45,66.51,267,3.4,0
P0366,Organic Cotton T-Shirt,Stationery,64.69,-1.25,1.24,105.79,852,4.4,0
P0367,Solar Charger,Electronics,88.96,-0.69,0.81,56.51,105,4.3,0
P0368,Organic Wool Socks,Stationery,70.35,-0.56,0.96,99.05,509,5,1
P0369,Solar-Powered Lantern,Personal Care,59.93,-0.84,1.15,80.86,744,4.1,1
P0370,Solar Charger,Clothing,46.14,-1.07,1.16,48.56,420,3.4,0
P0371,Solar-Powered Lantern,Electronics,39.61,-1.32,1.34,111.02,913,3,1
P0372,Organic Wool Socks,Stationery,42.98,-1.1,1.48,50.01,485,4.6,0
P0373,Organic Cotton T-Shirt,Personal Care,72.81,-0.76,1.09,90.39,713,3.1,1
P0374,Reusable Water Bottle,Household,8.72,-1.29,1.07,55.8,85,4.6,0
P0375,Organic Wool Socks,Household,5.28,-0.82,1.08,75.03,270,3.6,0
P0376,Biodegradable Phone Case,Stationery,97.11,-1.29,0.95,42.54,985,4.7,0
P0377,Biodegradable Phone Case,Stationery,89.93,-0.69,1.45,94.17,605,3.9,0
P0378,Bamboo Toothbrush,Electronics,49.48,-0.72,1.32,118.81,675,3.6,1
P0379,Eco-Friendly Notebook,Electronics,9.69,-0.75,1.39,13.24,379,4.6,0
P0380,Bamboo Toothbrush,Stationery,66.08,-0.57,0.86,107.44,298,3.6,1
P0381,Eco-Friendly Notebook,Stationery,44.78,-0.7,0.92,103.84,827,3.9,1
P0382,Biodegradable Phone Case,Stationery,44.24,-0.93,0.83,92.66,86,3.9,1
P0383,Organic Cotton T-Shirt,Personal Care,52.51,-1.28,1.18,19.09,905,3.5,0
P0384,Eco-Friendly Notebook,Stationery,92.32,-0.82,1.18,91.66,336,3.2,0
P0385,Compostable Trash Bags,Electronics,19.23,-1.17,0.96,45.69,95,3.1,1
P0386,Biodegradable Phone Case,Electronics,58.61,-1.34,1.23,44.34,293,4.8,1
P0387,Organic Wool Socks,Personal Care,49.52,-0.9,1.31,81.9,930,3.4,0
P0388,Compostable Trash Bags,Household,71.32,-0.56,1.37,87.48,119,3.4,1
P0389,Organic Wool Socks,Personal Care,95.33,-1.13,1.09,116.63,152,3.7,0
P0390,Recycled Paper Planner,Personal Care,45.48,-1.37,1.24,56.29,354,4,0
P0391,Compostable Trash Bags,Clothing,60.48,-1.35,1.38,65.3,866,4.5,1
P0392,Biodegradable Phone Case,Personal Care,53.92,-0.52,1.29,99.58,493,4.8,0
P0393,Solar-Powered Lantern,Clothing,63.19,-0.85,0.97,38.78,553,3.1,1
P0394,Bamboo Toothbrush,Household,26.25,-0.87,1.18,68.39,58,3.8,1
P0395,Recycled Paper Planner,Stationery,59.3,-0.75,1.15,68.28,262,3.5,0
P0396,Eco-Friendly Notebook,Stationery,97.56,-0.83,1.42,65.56,748,4.8,1
P0397,Compostable Trash Bags,Clothing,84.46,-1.42,0.89,33.87,589,3.8,1
P0398,Solar-Powered Lantern,Stationery,59.32,-1.43,1.18,46.71,814,4,0
P0399,Organic Wool Socks,Household,36.58,-1.3,1.39,48.78,691,4.5,1
P0400,Eco-Friendly Notebook,Household,46.19,-0.98,0.92,29.91,157,3,0
P0401,Biodegradable Phone Case,Stationery,43.34,-0.58,1.07,51.96,634,4.5,0
P0402,Solar Charger,Household,18.87,-0.94,0.99,71.23,91,3.8,1
P0403,Organic Cotton T-Shirt,Clothing,11.44,-0.72,1.18,108.32,669,4.1,1
P0404,Solar-Powered Lantern,Household,39.77,-1.4,1.09,28.71,517,4.2,0
P0405,Recycled Paper Planner,Household,31.44,-1.03,1.42,60.29,629,4.5,1
P0406,Solar-Powered Lantern,Clothing,10.88,-1.34,0.87,83.42,761,4.5,1
P0407,Compostable Trash Bags,Household,36.26,-0.97,1.19,115.06,678,3.3,0
P0408,Bamboo Toothbrush,Household,81.62,-0.71,1.23,57.84,937,4.4,0
P0409,Recycled Paper Planner,Household,11.46,-1.05,0.88,50.47,77,3.5,1
P0410,Solar-Powered Lantern,Household,52.71,-1.18,1.15,39.22,474,4.6,1
P0411,Eco-Friendly Notebook,Clothing,95.67,-1.18,1.14,75.08,331,3,1
P0412,Recycled Paper Planner,Electronics,91.06,-0.71,1.49,105.8,530,3.6,1
P0413,Solar-Powered Lantern,Personal Care,20.92,-1.36,1.43,89.21,436,4.2,1
P0414,Solar Charger,Electronics,11.2,-0.86,0.86,84.68,773,4.5,0
P0415,Recycled Paper Planner,Personal Care,57.4,-1.37,0.81,69.22,316,4.5,1
P0416,Organic Wool Socks,Stationery,20.91,-1.05,1.04,105.65,976,4.4,1
P0417,Solar-Powered Lantern,Household,33.04,-0.68,1.26,11.31,107,4.5,1
P0418,Eco-Friendly Notebook,Personal Care,56.33,-0.77,1.18,88.41,662,4.3,1
P0419,Biodegradable Phone Case,Clothing,95.94,-0.81,1.27,26.94,386,3.7,1
P0420,Solar-Powered Lantern,Stationery,43.6,-0.96,1.46,44.54,943,4.8,1
P0421,Biodegradable Phone Case,Electronics,72.35,-1.17,1.21,24.2,806,4.8,0
P0422,Compostable Trash Bags,Electronics,86.72,-0.72,1.3,37.61,790,4.4,1
P0423,Solar Charger,Household,8.13,-1.09,1.25,109.17,971,3.8,1
P0424,Organic Wool Socks,Personal Care,76.09,-0.87,1.37,99.74,427,4.5,0
P0425,Solar Charger,Electronics,18.7,-0.99,0.99,5.53,169,4.3,1
P0426,Organic Cotton T-Shirt,Stationery,33.4,-0.9,0.86,45.87,691,4.5,0
P0427,Solar Charger,Electronics,25.49,-0.8,1.02,77.22,373,4.5,0
P0428,Biodegradable Phone Case,Clothing,85.4,-0.52,1.22,33.93,410,3.8,0
P0429,Bamboo Toothbrush,Clothing,52.22,-0.6,0.99,85.03,754,4.9,1
P0430,Organic Wool Socks,Clothing,25.86,-0.97,1.18,23.35,699,3.8,0
P0431,Biodegradable Phone Case,Clothing,45.15,-0.7,1.37,6.5,602,4.8,1
P0432,Organic Wool Socks,Clothing,57.03,-1.3,1.05,70.39,269,3,1
P0433,Organic Wool Socks,Personal Care,44.13,-1.22,1.13,75.2,461,4.1,0
P0434,Organic Wool Socks,Stationery,14.09,-1.39,0.86,13.71,619,3.5,1
P0435,Reusable Water Bottle,Clothing,99.02,-1.12,0.88,17.94,463,5,1
P0436,Solar-Powered Lantern,Clothing,82.74,-0.58,1.26,56.61,432,4.5,1
P0437,Bamboo Toothbrush,Personal Care,82.84,-1.01,1.3,99.87,172,4.5,0
P0438,Compostable Trash Bags,Stationery,5.85,-1.25,1.03,66.8,271,5,0
P0439,Solar-Powered Lantern,Electronics,40.04,-0.7,1.16,55.29,608,4,0
P0440,Eco-Friendly Notebook,Clothing,74.82,-1.49,1.09,12.36,804,3.8,1
P0441,Reusable Water Bottle,Stationery,28.51,-0.53,1.35,67.26,412,3.1,0
P0442,Bamboo Toothbrush,Clothing,97.83,-1.34,1.18,23.85,334,4.4,0
P0443,Bamboo Toothbrush,Stationery,78.37,-1.47,0.87,56.29,263,3.6,1
P0444,Organic Wool Socks,Household,96.66,-0.71,0.85,11.76,802,3.8,1
P0445,Bamboo Toothbrush,Stationery,66.67,-0.55,1.36,54.12,63,4.9,1
P0446,Organic Cotton T-Shirt,Personal Care,27.47,-1.11,1.2,20.59,755,3.6,0
P0447,Biodegradable Phone Case,Clothing,93.07,-1.42,1.2,81.69,838,3.5,1
P0448,Bamboo Toothbrush,Household,95.58,-1.21,1.15,59.2,539,4.6,0
P0449,Compostable Trash Bags,Stationery,52,-1.18,1.49,109.83,399,4.6,0
P0450,Solar-Powered Lantern,Household,79.28,-0.65,0.83,13.45,90,3.4,0
P0451,Organic Cotton T-Shirt,Personal Care,9.54,-0.63,1.33,60.8,966,3.7,0
P0452,Reusable Water Bottle,Clothing,8.74,-1.05,1.01,118.06,289,4.1,1
P0453,Bamboo Toothbrush,Clothing,40.07,-1.14,1.42,11.64,427,4.8,0
P0454,Organic Wool Socks,Household,41.05,-0.77,1.17,68.75,888,4.2,1
P0455,Recycled Paper Planner,Stationery,58.04,-1.29,1.2,65.5,709,4.1,1
P0456,Organic Cotton T-Shirt,Household,46.9,-1.38,1.39,95.27,410,3.9,1
P0457,Compostable Trash Bags,Clothing,32.4,-1.05,0.96,66.24,911,4.5,0
P0458,Eco-Friendly Notebook,Stationery,60.88,-1.16,1.11,113.47,444,4.7,0
P0459,Reusable Water Bottle,Electronics,99.01,-0.86,1.45,24.82,487,4.4,1
P0460,Solar Charger,Personal Care,55.94,-1.15,1.06,90.29,680,3.8,1
P0461,Bamboo Toothbrush,Clothing,87.16,-0.68,1.28,81.04,789,3.6,0
P0462,Bamboo Toothbrush,Electronics,60.11,-1.17,1,66.36,363,3.2,0
P0463,Solar-Powered Lantern,Personal Care,37.14,-0.78,0.86,89.33,843,4.6,0
P0464,Compostable Trash Bags,Household,42.58,-1.17,1.09,58.21,414,4.2,0
P0465,Solar-Powered Lantern,Household,24.72,-1.04,1.46,68.1,489,3.3,0
P0466,Organic Cotton T-Shirt,Household,50.86,-0.55,0.81,61.73,735,3.5,1
P0467,Solar Charger,Household,28.29,-0.68,1.32,57.71,191,3.3,0
P0468,Biodegradable Phone Case,Clothing,50.92,-1.18,1.03,79.06,127,3.9,1
P0469,Solar Charger,Electronics,53.75,-1.47,1.29,19.91,170,4.1,0
P0470,Solar-Powered Lantern,Personal Care,84.68,-1.47,1.06,41.77,437,3.8,1
P0471,Solar Charger,Personal Care,92.83,-1.1,1.28,58.47,702,4.9,0
P0472,Organic Cotton T-Shirt,Clothing,47.03,-1.24,1.45,52.41,477,4.4,1
P0473,Reusable Water Bottle,Clothing,71.03,-0.82,0.86,35.07,185,3.8,1
P0474,Solar Charger,Household,56.48,-1.15,0.84,74.31,503,4.9,0
P0475,Reusable Water Bottle,Clothing,72.11,-0.63,0.83,25.49,348,4.6,1
P0476,Compostable Trash Bags,Clothing,44.82,-0.89,1.39,27.41,412,3.6,1
P0477,Compostable Trash Bags,Electronics,64.75,-1.31,1.27,88.12,991,4.3,1
P0478,Reusable Water Bottle,Electronics,26.63,-1.37,0.92,82.94,861,4.9,0
P0479,Recycled Paper Planner,Clothing,96.67,-0.69,1.12,77.06,341,3.4,0
P0480,Biodegradable Phone Case,Stationery,97.96,-0.73,1.36,78.16,869,3.6,1
P0481,Solar Charger,Personal Care,5.9,-0.79,1.36,110.32,909,4.3,1
P0482,Eco-Friendly Notebook,Personal Care,93.99,-0.87,0.85,15.87,678,3.7,1
P0483,Eco-Friendly Notebook,Household,7.85,-1.35,1.25,87.07,933,4.6,1
P0484,Solar Charger,Clothing,65.54,-1.06,1.1,114.44,582,4.3,1
P0485,Solar-Powered Lantern,Clothing,72.87,-1.08,1.46,111.11,667,3.2,0
P0486,Organic Wool Socks,Electronics,27.02,-1.5,0.94,47.82,792,5,1
P0487,Organic Cotton T-Shirt,Clothing,87.37,-0.59,0.89,68.77,450,3.2,0
P0488,Organic Wool Socks,Electronics,63.61,-0.56,0.82,11.1,903,3.3,1
P0489,Solar Charger,Stationery,17.01,-0.53,1.28,42.82,674,3.4,0
P0490,Recycled Paper Planner,Clothing,34.46,-0.59,1.27,43.73,729,3.2,0
P0491,Organic Wool Socks,Electronics,32.95,-0.82,1.17,15.23,392,3.1,1
P0492,Biodegradable Phone Case,Stationery,82.38,-0.81,1.39,90.88,381,3,1
P0493,Biodegradable Phone Case,Household,5.83,-1.42,1.49,49.88,846,3.7,1
P0494,Organic Wool Socks,Clothing,40,-0.9,1.34,61.01,450,4.3,0
P0495,Organic Wool Socks,Personal Care,72.25,-0.54,1.32,28.44,77,4.5,0
P0496,Bamboo Toothbrush,Household,64.83,-1,1.18,12.32,798,4.8,1
P0497,Organic Wool Socks,Personal Care,80.62,-1.05,1,92.56,593,3.1,1
P0498,Organic Cotton T-Shirt,Electronics,78.16,-0.79,1.4,47.82,302,3.6,0
P0499,Solar-Powered Lantern,Clothing,6.3,-0.86,0.84,44.98,442,4.5,0
P0500,Recycled Paper Planner,Electronics,14.97,-1.37,0.94,115.07,601,4.5,0
P0501,Reusable Water Bottle,Household,94.69,-0.65,1.1,57.36,626,4,1
P0502,Solar-Powered Lantern,Stationery,70.39,-0.88,1.36,90.82,108,3.7,0
P0503,Biodegradable Phone Case,Household,30.06,-0.71,1.27,88.48,587,4.3,1
P0504,Organic Cotton T-Shirt,Household,77.58,-1.31,0.87,48.12,961,4.1,1
P0505,Solar-Powered Lantern,Household,31.15,-1.47,0.97,82.48,474,3,0
P0506,Eco-Friendly Notebook,Clothing,44.12,-1.21,1.46,104.58,650,3.6,0
P0507,Compostable Trash Bags,Personal Care,42.56,-0.82,1.44,65.57,967,3.8,1
P0508,Recycled Paper Planner,Electronics,46.82,-0.67,0.96,31.86,372,3.3,1
P0509,Compostable Trash Bags,Clothing,77.97,-0.78,1.38,55.7,710,3.5,1
P0510,Organic Cotton T-Shirt,Electronics,42.56,-0.76,1.21,31.03,861,3.5,0
P0511,Bamboo Toothbrush,Personal Care,49.09,-0.52,0.99,61.89,162,4.9,1
P0512,Organic Wool Socks,Electronics,35.48,-1.15,1.18,110.15,988,4.2,1
P0513,Compostable Trash Bags,Stationery,11.22,-1.42,1.14,46.26,408,4.7,1
P0514,Solar Charger,Electronics,53.14,-0.51,0.92,23.6,706,4.1,0
P0515,Organic Wool Socks,Clothing,23.35,-1.11,1.49,17.91,379,4.8,1
P0516,Biodegradable Phone Case,Clothing,67.59,-1.09,1.3,91.14,766,3.8,0
P0517,Organic Cotton T-Shirt,Electronics,38.99,-1.02,0.96,44.88,581,3.6,1
P0518,Recycled Paper Planner,Personal Care,34.97,-1.5,1.41,83.6,691,3.2,0
P0519,Solar Charger,Electronics,96.14,-1.08,1.32,20.49,601,3.5,0
P0520,Reusable Water Bottle,Household,52.19,-0.64,1.47,15.29,893,3.8,0
P0521,Compostable Trash Bags,Clothing,79.4,-0.8,1.49,118.55,710,4.1,1
P0522,Solar Charger,Clothing,29.5,-1.28,0.99,89.52,112,3.2,0
P0523,Organic Cotton T-Shirt,Clothing,21.64,-1.08,1.44,115.53,303,3,0
P0524,Organic Wool Socks,Electronics,78.93,-1.31,1.13,89.68,260,4.4,1
P0525,Organic Wool Socks,Household,36.53,-1.31,1.37,99.02,825,3.7,1
P0526,Reusable Water Bottle,Stationery,81.7,-1.27,0.83,29.04,796,3.7,0
P0527,Organic Cotton T-Shirt,Stationery,80.5,-1.35,1,68.02,232,3.3,0
P0528,Compostable Trash Bags,Household,81.22,-1.19,0.92,18.1,898,4.5,1
P0529,Organic Cotton T-Shirt,Personal Care,30.52,-0.56,1.1,77.2,71,4.1,0
P0530,Bamboo Toothbrush,Household,83.43,-0.69,0.8,60.84,129,4.4,1
P0531,Organic Cotton T-Shirt,Household,74.71,-0.68,1.18,94.7,886,4,1
P0532,Organic Wool Socks,Electronics,38.86,-0.93,0.9,42.7,698,3.1,1
P0533,Reusable Water Bottle,Clothing,26.58,-1.41,0.82,94.3,266,4.5,0
P0534,Bamboo Toothbrush,Stationery,79.97,-1.45,1.5,119.76,599,4.5,0
P0535,Organic Wool Socks,Stationery,55.99,-1.12,0.82,55.13,289,4.7,0
P0536,Reusable Water Bottle,Electronics,9.89,-1.22,1.38,26.59,452,4.1,0
P0537,Reusable Water Bottle,Personal Care,20.95,-1.15,1.05,57.78,284,4.7,1
P0538,Bamboo Toothbrush,Personal Care,13.74,-1.29,1.45,96.53,912,3.6,0
P0539,Organic Wool Socks,Personal Care,68.77,-0.54,0.89,36.4,483,4.7,0
P0540,Reusable Water Bottle,Personal Care,30.59,-0.86,1.3,30.14,675,4.5,0
P0541,Eco-Friendly Notebook,Stationery,9.79,-1.2,0.89,76.05,738,4,0
P0542,Biodegradable Phone Case,Personal Care,38.47,-1.45,1.4,105.23,177,4.2,0
P0543,Organic Wool Socks,Household,33.62,-1.32,0.9,30.36,177,4.1,1
P0544,Solar-Powered Lantern,Electronics,52.22,-0.99,1.36,116.99,985,5,1
P0545,Reusable Water Bottle,Personal Care,54.59,-1.27,1.41,36.86,322,4.2,0
P0546,Solar-Powered Lantern,Electronics,46.24,-1.1,1.04,33.56,376,3.9,0
P0547,Organic Wool Socks,Clothing,5.77,-0.81,0.96,91.22,818,4.3,0
P0548,Solar-Powered Lantern,Personal Care,63.91,-1.39,1.15,83.31,905,3,0
P0549,Solar-Powered Lantern,Electronics,93.12,-0.97,0.85,112.21,758,3.8,0
P0550,Solar Charger,Electronics,33.36,-0.6,1.39,35.55,675,4.4,0
P0551,Eco-Friendly Notebook,Household,29.85,-0.63,1.15,111.81,343,4.8,0
P0552,Reusable Water Bottle,Personal Care,13.76,-0.71,1.46,86.92,209,3.8,1
P0553,Biodegradable Phone Case,Stationery,56.27,-1.46,1.5,9.76,910,4,1
P0554,Solar Charger,Clothing,70.47,-1.07,1.25,100.73,364,4.9,0
P0555,Organic Wool Socks,Household,18.19,-0.59,0.84,119.47,538,4.8,1
P0556,Organic Wool Socks,Clothing,60.3,-0.51,1.23,13.28,906,4.4,1
P0557,Solar Charger,Stationery,43.86,-0.9,1.4,15.82,529,3.8,1
P0558,Compostable Trash Bags,Household,28.53,-1.07,1.01,102.59,453,4.9,1
P0559,Biodegradable Phone Case,Household,23.52,-1.11,0.85,115.86,854,3.8,0
P0560,Solar Charger,Household,23.78,-1.35,1.42,51.73,123,3.6,0
P0561,Organic Wool Socks,Household,63.55,-1.04,1.22,16.44,929,3.4,0
P0562,Solar Charger,Household,56.01,-1.45,1.43,19.83,142,4.8,0
P0563,Biodegradable Phone Case,Electronics,50.97,-0.82,1.46,24.3,127,3.4,1
P0564,Organic Wool Socks,Personal Care,44.77,-0.7,1.28,51.28,825,4,0
P0565,Organic Cotton T-Shirt,Stationery,49.3,-0.68,1.45,31.9,201,4.7,0
P0566,Organic Wool Socks,Stationery,45.76,-1.14,0.89,119.9,372,3.2,1
P0567,Solar-Powered Lantern,Household,47.95,-0.57,0.97,36.16,861,3.5,0
P0568,Solar Charger,Electronics,66.18,-0.8,1.01,27.63,248,4.8,1
P0569,Solar-Powered Lantern,Clothing,15.98,-0.63,1.34,87.33,72,3.7,1
P0570,Bamboo Toothbrush,Electronics,31.44,-1.48,1.3,56.16,801,3.2,1
P0571,Compostable Trash Bags,Electronics,13.8,-0.51,1.22,46.44,582,3.3,1
P0572,Bamboo Toothbrush,Clothing,10.95,-0.75,1.2,69.74,480,5,0
P0573,Organic Wool Socks,Clothing,30.8,-0.92,0.93,111.8,390,4.5,0
P0574,Bamboo Toothbrush,Stationery,76.48,-1.23,0.82,104.92,459,4.8,0
P0575,Eco-Friendly Notebook,Electronics,57.3,-0.87,1.33,19.8,184,4.1,1
P0576,Compostable Trash Bags,Stationery,28.18,-0.58,1,94.66,624,3.3,1
P0577,Reusable Water Bottle,Stationery,56.2,-0.73,1.2,80.33,303,3.9,1
P0578,Biodegradable Phone Case,Electronics,68.58,-1.13,0.97,75.29,330,4.3,0
P0579,Organic Wool Socks,Electronics,71.73,-1.43,1.48,82.59,462,4.2,1
P0580,Biodegradable Phone Case,Electronics,50.96,-1.3,1.39,90.99,206,3.3,1
P0581,Biodegradable Phone Case,Clothing,76,-0.99,1.04,12.96,868,4.9,1
P0582,Organic Wool Socks,Stationery,11.83,-0.71,1.04,88.34,749,3.7,0
P0583,Organic Cotton T-Shirt,Electronics,9.54,-1.14,1.45,69.76,502,4.7,1
P0584,Solar Charger,Personal Care,99.79,-0.9,1.2,73.15,641,3.1,0
P0585,Reusable Water Bottle,Household,53.86,-1.08,1.49,112.52,666,4.4,1
P0586,Organic Cotton T-Shirt,Clothing,33.96,-1.44,1.04,81.76,994,5,0
P0587,Biodegradable Phone Case,Personal Care,37.06,-0.86,1,92.46,290,4,0
P0588,Organic Wool Socks,Electronics,81.53,-1.09,1.12,35.65,375,5,1
P0589,Recycled Paper Planner,Clothing,71.9,-1.11,1.34,28.45,836,4.4,0
P0590,Reusable Water Bottle,Stationery,92.17,-0.9,1.19,44.72,821,3.8,1
P0591,Eco-Friendly Notebook,Personal Care,60.43,-0.98,1.39,60.86,968,3.3,0
P0592,Reusable Water Bottle,Household,69.97,-0.94,1.45,97.08,605,3.4,0
P0593,Reusable Water Bottle,Stationery,33.03,-0.96,1.5,24.93,377,3.3,0
P0594,Recycled Paper Planner,Clothing,94.31,-1.31,0.83,57.92,534,3.1,1
P0595,Eco-Friendly Notebook,Personal Care,22.48,-1.29,0.9,71.69,914,4,0
P0596,Solar-Powered Lantern,Clothing,14.14,-0.92,1.2,56.26,159,4.1,0
P0597,Compostable Trash Bags,Clothing,12.43,-0.89,1.39,119.97,394,4.4,0
P0598,Compostable Trash Bags,Personal Care,31.79,-1.06,0.92,12.06,223,4,1
P0599,Biodegradable Phone Case,Stationery,71.41,-1.24,1.31,48.14,111,4.2,0
P0600,Reusable Water Bottle,Household,88.12,-0.61,0.88,29.1,827,4.6,1
P0601,Eco-Friendly Notebook,Household,58.21,-1.08,0.81,49.29,230,3.9,0
P0602,Compostable Trash Bags,Clothing,93.94,-0.69,0.83,115.42,492,4.7,1
P0603,Organic Wool Socks,Household,56.04,-1.05,1.45,66.82,283,4.5,1
P0604,Organic Cotton T-Shirt,Electronics,7.63,-1.15,1.26,66.46,881,5,0
P0605,Bamboo Toothbrush,Stationery,38.31,-0.51,0.97,100.78,738,3.5,0
P0606,Organic Wool Socks,Clothing,44.46,-0.68,1.22,87.69,874,4.2,1
P0607,Eco-Friendly Notebook,Electronics,72.33,-0.99,1.33,49.55,503,3.9,0
P0608,Organic Wool Socks,Stationery,39.63,-1.27,0.97,34.16,72,4.5,1
P0609,Bamboo Toothbrush,Household,68.29,-1.19,1.02,22.22,274,3.6,0
P0610,Solar Charger,Electronics,56.67,-1.12,0.87,99.35,286,3.4,1
P0611,Organic Wool Socks,Personal Care,19.24,-0.69,0.96,35.24,612,4.4,0
P0612,Biodegradable Phone Case,Personal Care,74,-0.82,1.07,40.02,221,4.5,0
P0613,Biodegradable Phone Case,Clothing,39.55,-0.76,1.07,45.94,91,3.5,0
P0614,Reusable Water Bottle,Stationery,11.18,-0.7,1.49,23.11,251,4.9,1
P0615,Reusable Water Bottle,Electronics,41.08,-1.47,1.16,75.5,504,4.9,1
P0616,Reusable Water Bottle,Electronics,86.07,-0.6,0.85,56.46,808,4.8,1
P0617,Bamboo Toothbrush,Personal Care,49.4,-1.13,1.02,48.31,56,4.4,1
P0618,Solar-Powered Lantern,Household,67.09,-1.12,1.17,23.84,476,4.9,1
P0619,Solar-Powered Lantern,Stationery,50.27,-0.65,0.98,96.33,659,3.7,0
P0620,Eco-Friendly Notebook,Clothing,33.89,-1.42,0.97,65.3,919,4.6,0
