Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification,Profit_Margin,Inventory_Risk,Adjusted_Elasticity,Competitor_Price_Difference,Green_Certification_Label
P0208,Organic Cotton T-Shirt,Personal Care,76.5,-1.36,1.31,99.3,397,4.5,0,0.22960725075528698,3.961482811954298,-6.12,22.799999999999997,Non-Certified
P0209,Organic Cotton T-Shirt,Clothing,13.58,-1.11,1.03,9.48,434,3.8,0,-0.4324894514767932,31.027925132619355,-4.218,-4.1,Non-Certified
P0210,Biodegradable Phone Case,Clothing,31.05,-1.46,0.87,74.15,155,3.6,0,0.5812542144302091,5.7378718048383215,-5.256,43.10000000000001,Non-Certified
P0211,Biodegradable Phone Case,Clothing,51.09,-0.52,1.36,77.78,892,3.5,0,0.34314733864746716,12.837783381115216,-1.82,26.689999999999998,Non-Certified
P0212,Bamboo Toothbrush,Clothing,52.73,-1.08,1.18,77.0,764,3.4,1,0.31519480519480525,12.27873368326653,-3.672,24.270000000000003,Certified
P0213,Reusable Water Bottle,Household,93.19,-0.61,0.99,54.94,659,4.0,1,-0.6962140516927557,7.143004245697668,-2.44,-38.25,Certified
P0214,Biodegradable Phone Case,Clothing,23.27,-1.31,1.14,11.75,196,4.9,1,-0.9804255319148936,7.388475486093835,-6.4190000000000005,-11.52,Certified
P0215,Solar-Powered Lantern,Clothing,88.32,-1.48,1.3,68.24,76,3.5,1,-0.2942555685814771,0.6619286510590859,-5.18,-20.08,Certified
P0217,Reusable Water Bottle,Personal Care,50.92,-0.69,1.24,63.21,115,4.6,0,0.19443126087644358,1.8213263056533968,-3.1739999999999995,12.29,Non-Certified
P0219,Reusable Water Bottle,Electronics,32.43,-1.42,0.92,24.16,757,3.9,0,-0.34230132450331124,25.372373942538445,-5.537999999999999,-8.27,Non-Certified
P0220,Organic Wool Socks,Electronics,79.93,-1.14,1.21,64.56,476,4.2,1,-0.23807311028500625,4.921661825998576,-4.787999999999999,-15.370000000000005,Certified
P0221,Biodegradable Phone Case,Electronics,69.77,-1.39,1.1,74.16,374,4.5,0,0.05919633225458469,4.87315465099613,-6.255,4.390000000000001,Non-Certified
P0222,Organic Cotton T-Shirt,Household,83.2,-0.83,1.42,102.78,322,3.6,1,0.1905039891029383,2.725487540628386,-2.988,19.58,Certified
P0224,Reusable Water Bottle,Stationery,5.45,-1.03,0.82,102.73,54,3.0,0,0.9469483111067848,12.083240098456029,-3.09,97.28,Non-Certified
P0227,Recycled Paper Planner,Stationery,34.21,-1.16,0.88,88.85,788,4.4,0,0.6149690489589195,26.17522787063857,-5.104,54.63999999999999,Non-Certified
P0228,Organic Cotton T-Shirt,Electronics,58.27,-0.6,1.4,23.22,290,3.6,0,-1.50947459086994,3.5548799921547474,-2.16,-35.050000000000004,Non-Certified
P0229,Solar Charger,Electronics,43.64,-1.04,1.04,60.2,324,3.5,1,0.27508305647840536,7.138828174575195,-3.64,16.560000000000002,Certified
P0230,Eco-Friendly Notebook,Clothing,43.48,-1.39,0.88,27.77,632,3.8,0,-0.5657184011523225,16.517521117337125,-5.281999999999999,-15.709999999999997,Non-Certified
P0231,Compostable Trash Bags,Stationery,93.74,-1.04,1.46,53.51,372,4.4,1,-0.7518220893290973,2.718098149647378,-4.5760000000000005,-40.23,Certified
P0232,Eco-Friendly Notebook,Personal Care,80.74,-0.71,0.89,96.49,859,3.8,0,0.1632293501917297,11.95403194607187,-2.698,15.75,Non-Certified
P0234,Biodegradable Phone Case,Clothing,56.16,-0.79,0.84,26.25,901,3.8,0,-1.1394285714285712,19.099342016008684,-3.002,-29.909999999999997,Non-Certified
P0235,Organic Cotton T-Shirt,Personal Care,67.71,-1.09,1.16,103.84,965,4.5,1,0.34793913713405245,12.286169719748015,-4.905,36.13000000000001,Certified
P0236,Organic Cotton T-Shirt,Personal Care,47.16,-0.88,1.44,84.66,311,3.3,1,0.44294826364280654,4.5795636603524645,-2.904,37.5,Certified
P0238,Eco-Friendly Notebook,Clothing,75.34,-0.77,0.89,67.92,576,5.0,0,-0.10924617196702005,8.590270921634657,-3.85,-7.420000000000002,Non-Certified
P0239,Eco-Friendly Notebook,Household,51.71,-1.38,1.34,109.74,378,3.4,0,0.528795334426827,5.4552224374164755,-4.691999999999999,58.029999999999994,Non-Certified
P0240,Eco-Friendly Notebook,Personal Care,71.83,-1.47,1.02,99.61,561,4.6,0,0.27888766188133723,7.656967840735069,-6.762,27.78,Non-Certified
P0241,Solar Charger,Electronics,91.93,-1.07,0.99,34.31,283,4.0,0,-1.6793937627513844,3.1095244844836927,-4.28,-57.620000000000005,Non-Certified
P0242,Solar Charger,Personal Care,53.3,-0.56,1.26,34.88,719,4.1,0,-0.5280963302752292,10.70609607194973,-2.296,-18.419999999999995,Non-Certified
P0243,Organic Cotton T-Shirt,Stationery,38.14,-1.29,0.83,77.15,379,4.8,1,0.5056383668178872,11.972378238702056,-6.192,39.010000000000005,Certified
P0244,Reusable Water Bottle,Stationery,84.62,-0.82,1.39,98.71,275,4.3,1,0.14274136359031497,2.3380019690227494,-3.526,14.08999999999999,Certified
P0245,Biodegradable Phone Case,Personal Care,74.54,-1.34,1.06,114.52,943,3.2,0,0.34910932588194193,11.934835544800562,-4.288,39.97999999999999,Non-Certified
P0247,Reusable Water Bottle,Household,19.85,-1.14,1.07,95.93,183,4.0,1,0.793078286250391,8.616022034417005,-4.56,76.08000000000001,Certified
P0248,Solar-Powered Lantern,Stationery,38.08,-0.82,1.41,77.87,962,4.7,0,0.5109798381918583,17.91674116455093,-3.854,39.790000000000006,Non-Certified
P0249,Compostable Trash Bags,Personal Care,60.21,-1.29,0.81,19.37,380,4.6,1,-2.108415074858028,7.791659233833844,-5.933999999999999,-40.84,Certified
P0250,Solar Charger,Personal Care,15.34,-0.54,1.41,17.14,435,3.3,0,0.1050175029171529,20.111514882521018,-1.782,1.8000000000000007,Non-Certified
P0251,Solar-Powered Lantern,Stationery,11.94,-1.3,1.47,87.17,256,4.1,1,0.8630262705059081,14.585398648571656,-5.33,75.23,Certified
P0253,Recycled Paper Planner,Electronics,20.58,-0.98,1.47,88.13,282,3.9,0,0.7664813343923749,9.321512861704448,-3.822,67.55,Non-Certified
P0254,Organic Cotton T-Shirt,Electronics,60.88,-1.26,1.11,101.73,841,3.6,1,0.40155313083652805,12.4450995016041,-4.5360000000000005,40.85,Certified
P0255,Solar Charger,Household,76.51,-0.72,1.04,85.65,655,3.6,0,0.10671336835960303,8.231704251832339,-2.592,9.14,Non-Certified
P0256,Organic Cotton T-Shirt,Stationery,97.13,-0.98,1.22,102.76,842,4.4,1,0.054787855196574635,7.105569179720267,-4.312,5.63000000000001,Certified
P0257,Solar Charger,Household,12.05,-0.5,0.84,113.07,155,3.4,0,0.8934288493853365,15.313179213594152,-1.7,101.02,Non-Certified
P0258,Organic Cotton T-Shirt,Household,84.86,-1.45,1.44,111.47,213,3.4,0,0.2387189378308065,1.7430670123340406,-4.93,26.61,Non-Certified
P0260,Eco-Friendly Notebook,Household,67.4,-1.08,1.01,41.33,81,4.0,1,-0.63077667553835,1.1898815994359078,-4.32,-26.070000000000007,Certified
P0261,Reusable Water Bottle,Personal Care,64.92,-0.83,1.45,35.56,327,4.2,1,-0.8256467941507311,3.473771432213653,-3.4859999999999998,-29.36,Certified
P0263,Eco-Friendly Notebook,Clothing,48.76,-0.99,0.9,36.91,225,4.2,1,-0.32105120563532924,5.12715340442986,-4.158,-11.850000000000001,Certified
P0264,Recycled Paper Planner,Electronics,39.96,-1.28,1.11,86.01,120,4.5,1,0.5354028601325428,2.705408110813516,-5.76,46.050000000000004,Certified
P0266,Organic Wool Socks,Household,62.02,-0.93,1.0,45.57,989,3.9,0,-0.3609831029185869,15.946468881006126,-3.6270000000000002,-16.450000000000003,Non-Certified
P0268,Solar-Powered Lantern,Stationery,43.59,-1.24,1.32,43.67,425,4.1,0,0.0018319212273871833,7.386320187421356,-5.084,0.0799999999999983,Non-Certified
P0269,Solar Charger,Household,49.51,-0.73,1.42,29.51,590,3.5,1,-0.6777363605557437,8.39210175210016,-2.5549999999999997,-19.999999999999996,Certified
P0271,Organic Wool Socks,Stationery,38.15,-0.79,1.03,76.38,357,4.6,1,0.5005236973029589,9.08524093702681,-3.634,38.23,Certified
P0272,Recycled Paper Planner,Personal Care,5.78,-1.41,1.27,82.55,184,3.8,0,0.9299818291944276,25.06607089338746,-5.358,76.77,Non-Certified
P0274,Reusable Water Bottle,Personal Care,84.48,-1.09,1.16,78.21,59,4.7,1,-0.08016877637130815,0.6020604754440961,-5.123,-6.27000000000001,Certified
P0275,Solar Charger,Clothing,80.97,-0.64,1.09,116.77,874,3.6,1,0.3065855956153121,9.902863559161679,-2.3040000000000003,35.8,Certified
P0276,Eco-Friendly Notebook,Clothing,16.85,-0.67,0.88,22.46,449,3.1,1,0.24977738201246658,30.280550310223898,-2.0770000000000004,5.609999999999999,Certified
P0277,Bamboo Toothbrush,Household,25.6,-1.38,1.22,11.34,160,4.8,0,-1.2574955908289243,5.122950819672131,-6.624,-14.260000000000002,Non-Certified
P0278,Organic Wool Socks,Household,38.17,-1.43,0.95,99.13,560,4.4,1,0.614950065570463,15.443376583980255,-6.292,60.959999999999994,Certified
P0279,Bamboo Toothbrush,Personal Care,29.22,-0.81,1.11,22.94,726,3.5,1,-0.2737576285963382,22.38378008398542,-2.835,-6.279999999999998,Certified
P0280,Recycled Paper Planner,Electronics,94.24,-0.54,1.0,105.9,213,3.9,1,0.11010387157695949,2.26018675721562,-2.106,11.66000000000001,Certified
P0281,Biodegradable Phone Case,Clothing,20.47,-1.28,1.29,95.21,411,3.0,0,0.7850015754647621,15.564467570238921,-3.84,74.74,Non-Certified
P0282,Recycled Paper Planner,Clothing,10.71,-0.54,1.43,48.07,471,3.7,1,0.7771999167880175,30.75356016532487,-1.9980000000000002,37.36,Certified
P0283,Organic Cotton T-Shirt,Personal Care,73.33,-0.61,1.43,54.75,129,4.5,1,-0.3393607305936073,1.2301894205617103,-2.745,-18.58,Certified
P0284,Biodegradable Phone Case,Stationery,88.96,-0.54,1.13,63.74,516,4.8,0,-0.39566990900533405,5.13306169223913,-2.592,-25.21999999999999,Non-Certified
P0285,Compostable Trash Bags,Personal Care,46.46,-1.29,0.96,69.92,308,3.4,1,0.3355263157894737,6.9055818625340795,-4.386,23.46,Certified
P0286,Eco-Friendly Notebook,Stationery,50.77,-1.37,1.09,46.55,128,4.7,1,-0.09065520945220207,2.3130035978048147,-6.439000000000001,-4.220000000000006,Certified
P0287,Solar Charger,Electronics,81.18,-0.63,0.85,25.24,272,5.0,0,-2.2163232963549926,3.9418576003941856,-3.15,-55.94000000000001,Non-Certified
P0288,Compostable Trash Bags,Stationery,96.36,-1.41,1.0,46.17,444,4.9,0,-1.0870695256660168,4.60772104607721,-6.909,-50.19,Non-Certified
P0289,Solar Charger,Electronics,95.59,-0.81,1.37,118.95,963,3.8,1,0.19638503572929802,7.353485804259829,-3.078,23.36,Certified
P0292,Solar-Powered Lantern,Personal Care,36.63,-1.38,1.44,54.45,870,3.1,0,0.32727272727272727,16.493766493766493,-4.278,17.82,Non-Certified
P0293,Eco-Friendly Notebook,Stationery,98.19,-1.2,0.98,110.7,639,3.4,1,0.11300813008130085,6.6406030789951185,-4.08,12.510000000000005,Certified
P0294,Eco-Friendly Notebook,Stationery,6.24,-0.51,1.17,63.65,218,3.6,0,0.9019638648860958,29.85974139820294,-1.836,57.41,Non-Certified
P0295,Biodegradable Phone Case,Personal Care,50.97,-0.73,0.97,112.91,630,3.8,1,0.548578513860597,12.742486483862551,-2.774,61.94,Certified
P0296,Solar Charger,Electronics,15.13,-1.39,1.14,92.32,413,3.7,0,0.8361135181975737,23.944527544903234,-5.143,77.19,Non-Certified
P0298,Organic Wool Socks,Clothing,27.44,-1.26,1.19,66.93,668,3.1,1,0.5900194232780518,20.457162456819464,-3.906,39.49000000000001,Certified
P0299,Organic Cotton T-Shirt,Stationery,55.36,-0.69,0.81,17.54,440,4.7,1,-2.1562143671607754,9.812317134089774,-3.243,-37.82,Certified
P0300,Reusable Water Bottle,Electronics,84.05,-0.76,1.47,114.86,819,3.5,1,0.2682395960299495,6.628707402056599,-2.66,30.810000000000002,Certified
P0301,Organic Wool Socks,Electronics,49.35,-1.05,1.37,80.02,709,3.8,1,0.3832791802049487,10.486691958970262,-3.9899999999999998,30.669999999999995,Certified
P0302,Solar Charger,Electronics,74.59,-0.63,1.46,95.42,192,4.0,1,0.2182980507231188,1.7630627338124212,-2.52,20.83,Certified
P0303,Reusable Water Bottle,Household,39.0,-0.83,0.91,91.19,854,3.8,0,0.572321526483167,24.06311637080868,-3.154,52.19,Non-Certified
P0304,Compostable Trash Bags,Electronics,80.26,-1.25,1.13,81.77,785,3.9,0,0.018466430231136,8.655497950245772,-4.875,1.509999999999991,Non-Certified
P0305,Biodegradable Phone Case,Clothing,89.96,-0.6,1.16,50.29,653,3.7,1,-0.7888248160668124,6.257570414437069,-2.22,-39.669999999999995,Certified
P0306,Bamboo Toothbrush,Household,64.92,-1.45,1.21,113.64,971,3.1,1,0.4287222808870116,12.36104958168477,-4.495,48.72,Certified
P0307,Recycled Paper Planner,Personal Care,52.27,-0.61,1.37,89.75,330,3.2,1,0.4176044568245125,4.608301366151887,-1.952,37.48,Certified
P0308,Solar Charger,Electronics,81.37,-0.65,0.82,75.56,198,4.4,0,-0.0768925357331922,2.9674746790481303,-2.8600000000000003,-5.810000000000002,Non-Certified
P0309,Solar Charger,Stationery,65.23,-1.31,0.87,87.69,55,4.0,0,0.2561295472687877,0.9691612878215192,-5.24,22.459999999999994,Non-Certified
P0310,Reusable Water Bottle,Clothing,78.6,-1.07,1.46,102.64,451,3.6,0,0.23421667965705384,3.9300777301404723,-3.8520000000000003,24.040000000000006,Non-Certified
P0311,Solar Charger,Household,51.41,-1.23,1.06,59.17,794,3.6,1,0.13114754098360665,14.570250997346527,-4.428,7.760000000000005,Certified
P0313,Compostable Trash Bags,Electronics,66.13,-1.32,0.97,95.04,726,4.3,1,0.30418771043771053,11.317913325985526,-5.676,28.91000000000001,Certified
P0314,Solar-Powered Lantern,Electronics,28.38,-1.16,1.38,109.08,664,3.1,0,0.7398239823982399,16.954172667013925,-3.5959999999999996,80.7,Non-Certified
P0315,Compostable Trash Bags,Stationery,42.16,-0.55,1.16,40.51,962,3.7,0,-0.04073068378178224,19.670548975986392,-2.035,-1.6499999999999986,Non-Certified
P0316,Reusable Water Bottle,Personal Care,37.56,-1.38,0.88,106.51,900,3.7,1,0.6473570556755234,27.22916061574208,-5.106,68.95,Certified
P0317,Solar Charger,Clothing,34.41,-1.17,0.95,67.48,563,3.8,0,0.49007113218731485,17.22265559277444,-4.446,33.07000000000001,Non-Certified
P0319,Solar Charger,Electronics,48.69,-0.82,1.2,114.46,350,3.7,1,0.5746112178927136,5.990278633531869,-3.034,65.77,Certified
P0320,Organic Wool Socks,Clothing,75.12,-0.59,1.41,111.92,612,3.8,0,0.3288062902072909,5.777989259737611,-2.242,36.8,Non-Certified
P0321,Organic Wool Socks,Electronics,75.35,-0.91,1.0,53.75,751,4.5,0,-0.401860465116279,9.966821499668216,-4.095,-21.599999999999994,Non-Certified
P0322,Compostable Trash Bags,Personal Care,56.7,-0.86,1.44,23.31,222,4.9,1,-1.4324324324324325,2.718988830099941,-4.214,-33.39,Certified
P0323,Organic Wool Socks,Household,8.88,-0.99,1.48,56.12,70,4.6,1,0.841767640769779,5.32627221816411,-4.553999999999999,47.239999999999995,Certified
P0326,Compostable Trash Bags,Stationery,54.83,-0.67,1.39,88.05,413,3.7,0,0.3772856331629756,5.418973229222568,-2.479,33.22,Non-Certified
P0328,Compostable Trash Bags,Household,77.8,-1.35,0.85,118.59,501,3.9,0,0.3439581752255671,7.575986692877666,-5.265000000000001,40.790000000000006,Non-Certified
P0329,Reusable Water Bottle,Household,49.46,-1.12,0.98,21.35,989,4.6,0,-1.3166276346604215,20.40403706974096,-5.152,-28.11,Non-Certified
P0331,Reusable Water Bottle,Personal Care,20.56,-0.75,1.28,46.5,602,4.7,0,0.5578494623655914,22.87512159533074,-3.5250000000000004,25.94,Non-Certified
P0332,Compostable Trash Bags,Electronics,60.78,-1.35,1.39,70.61,235,4.2,0,0.13921540858235376,2.7815851958117612,-5.670000000000001,9.829999999999998,Non-Certified
P0333,Solar Charger,Stationery,28.55,-0.92,1.14,80.84,650,4.5,1,0.646833250865908,19.971118689894617,-4.140000000000001,52.290000000000006,Certified
P0334,Eco-Friendly Notebook,Personal Care,64.59,-0.96,1.27,82.2,919,3.3,0,0.21423357664233575,11.203313937824655,-3.1679999999999997,17.61,Non-Certified
P0338,Solar-Powered Lantern,Personal Care,24.1,-1.39,1.21,47.9,539,3.5,1,0.49686847599164924,18.48359109769898,-4.864999999999999,23.799999999999997,Certified
P0339,Reusable Water Bottle,Clothing,24.72,-1.44,1.3,77.94,858,3.7,0,0.6828329484218629,26.69902912621359,-5.328,53.22,Non-Certified
P0341,Biodegradable Phone Case,Clothing,53.62,-1.14,0.85,49.41,663,3.7,0,-0.08520542400323823,14.546810891458412,-4.218,-4.210000000000001,Non-Certified
P0344,Reusable Water Bottle,Clothing,30.72,-1.42,0.94,107.59,532,3.5,1,0.7144716051677665,18.423093971631207,-4.97,76.87,Certified
P0345,Organic Cotton T-Shirt,Stationery,69.24,-0.91,1.43,119.27,963,4.5,1,0.41946843296721725,9.725975930481997,-4.095,50.03,Certified
P0347,Recycled Paper Planner,Personal Care,58.31,-1.31,0.88,80.08,362,3.5,0,0.2718531468531468,7.054769959932024,-4.585,21.769999999999996,Non-Certified
P0348,Organic Wool Socks,Stationery,78.98,-1.0,1.47,119.3,527,4.4,1,0.33797150041911145,4.5391668949169945,-4.4,40.31999999999999,Certified
P0350,Compostable Trash Bags,Household,80.08,-1.47,1.27,81.44,755,4.0,1,0.016699410609037322,7.423678683521203,-5.88,1.3599999999999994,Certified
P0351,Organic Wool Socks,Household,62.16,-1.25,0.97,103.17,656,4.6,1,0.39749927304448973,10.879804694237684,-5.75,41.010000000000005,Certified
P0352,Eco-Friendly Notebook,Household,54.85,-1.32,0.92,80.4,648,4.6,0,0.31778606965174133,12.841345963299116,-6.072,25.550000000000004,Non-Certified
P0353,Solar-Powered Lantern,Personal Care,25.27,-0.89,1.37,37.36,275,4.6,0,0.3236081370449679,7.943408270965542,-4.093999999999999,12.09,Non-Certified
P0354,Compostable Trash Bags,Clothing,48.56,-1.32,1.29,116.78,909,4.6,1,0.5841753724952903,14.510938278226888,-6.072,68.22,Certified
P0355,Eco-Friendly Notebook,Stationery,69.35,-1.26,1.16,25.96,887,4.7,1,-1.6714175654853618,11.026029883400048,-5.922000000000001,-43.38999999999999,Certified
P0356,Organic Cotton T-Shirt,Electronics,40.87,-0.75,1.36,36.82,702,4.3,0,-0.10999456816947303,12.629715453590293,-3.2249999999999996,-4.049999999999997,Non-Certified
P0357,Biodegradable Phone Case,Electronics,57.51,-0.76,1.29,32.07,505,3.7,1,-0.7932647333956968,6.807039962042328,-2.8120000000000003,-25.439999999999998,Certified
P0358,Recycled Paper Planner,Electronics,74.83,-0.72,0.85,30.9,776,4.7,0,-1.4216828478964403,12.200202812649849,-3.384,-43.93,Non-Certified
P0359,Compostable Trash Bags,Household,7.52,-1.09,1.42,28.93,106,3.6,1,0.7400622191496716,9.926580761162723,-3.9240000000000004,21.41,Certified
P0360,Recycled Paper Planner,Personal Care,27.83,-1.44,1.07,16.09,655,3.4,1,-0.7296457426973274,21.996030639966957,-4.896,-11.739999999999998,Certified
P0362,Eco-Friendly Notebook,Household,41.28,-0.64,1.42,45.66,459,3.3,1,0.0959264126149802,7.830412708811006,-2.112,4.3799999999999955,Certified
P0363,Biodegradable Phone Case,Clothing,99.03,-1.48,0.87,119.41,218,4.8,0,0.17067247299221167,2.530290948638576,-7.104,20.379999999999995,Non-Certified
P0364,Solar Charger,Stationery,84.28,-0.69,1.04,44.94,740,4.2,1,-0.8753894080996886,8.442554123617246,-2.8979999999999997,-39.34,Certified
P0365,Solar-Powered Lantern,Stationery,45.97,-1.12,1.45,66.51,267,3.4,0,0.30882574049015193,4.005610855655488,-3.8080000000000003,20.540000000000006,Non-Certified
P0366,Organic Cotton T-Shirt,Stationery,64.69,-1.25,1.24,105.79,852,4.4,0,0.3885055298232348,10.621375393315017,-5.5,41.10000000000001,Non-Certified
P0367,Solar Charger,Electronics,88.96,-0.69,0.81,56.51,105,4.3,0,-0.5742346487347372,1.4571675992539304,-2.9669999999999996,-32.449999999999996,Non-Certified
P0368,Organic Wool Socks,Stationery,70.35,-0.56,0.96,99.05,509,5.0,1,0.2897526501766785,7.536721156124143,-2.8000000000000003,28.700000000000003,Certified
P0369,Solar-Powered Lantern,Personal Care,59.93,-0.84,1.15,80.86,744,4.1,1,0.25884244372990356,10.795203099267987,-3.4439999999999995,20.93,Certified
P0370,Solar Charger,Clothing,46.14,-1.07,1.16,48.56,420,3.4,0,0.049835255354201025,7.847181740729115,-3.638,2.4200000000000017,Non-Certified
P0371,Solar-Powered Lantern,Electronics,39.61,-1.32,1.34,111.02,913,3.0,1,0.6432174382994055,17.201294713004028,-3.96,71.41,Certified
P0372,Organic Wool Socks,Stationery,42.98,-1.1,1.48,50.01,485,4.6,0,0.14057188562287545,7.624539383497039,-5.06,7.030000000000001,Non-Certified
P0373,Organic Cotton T-Shirt,Personal Care,72.81,-0.76,1.09,90.39,713,3.1,1,0.19449054098904744,8.984046701922434,-2.3560000000000003,17.58,Certified
P0374,Reusable Water Bottle,Household,8.72,-1.29,1.07,55.8,85,4.6,0,0.8437275985663083,9.110006001886306,-5.933999999999999,47.08,Non-Certified
P0376,Biodegradable Phone Case,Stationery,97.11,-1.29,0.95,42.54,985,4.7,0,-1.2827926657263753,10.676985946484995,-6.063000000000001,-54.57,Non-Certified
P0377,Biodegradable Phone Case,Stationery,89.93,-0.69,1.45,94.17,605,3.9,0,0.04502495486885415,4.639623922054318,-2.691,4.239999999999995,Non-Certified
P0378,Bamboo Toothbrush,Electronics,49.48,-0.72,1.32,118.81,675,3.6,1,0.5835367393317061,10.334754170647463,-2.592,69.33000000000001,Certified
P0379,Eco-Friendly Notebook,Electronics,9.69,-0.75,1.39,13.24,379,4.6,0,0.26812688821752273,28.1384799281318,-3.4499999999999997,3.5500000000000007,Non-Certified
P0380,Bamboo Toothbrush,Stationery,66.08,-0.57,0.86,107.44,298,3.6,1,0.3849590469099032,5.2438200349118755,-2.052,41.36,Certified
P0381,Eco-Friendly Notebook,Stationery,44.78,-0.7,0.92,103.84,827,3.9,1,0.5687596302003082,20.073984892323825,-2.73,59.06,Certified
